Temperature,Humidity,NDVI,Built-up,Population,Latitude,Longitude,Risk
40,62,0.65,95,3549,29.8287,92.0485,Medium
33,70,0.52,80,15808,13.1547,96.982,Low
41,74,0.68,64,36759,28.4771,86.2207,Medium
45,34,0.56,22,46375,11.4717,89.8927,Low
29,21,0.68,31,3795,20.6875,91.1309,Low
47,39,0.4,50,2491,12.3974,88.141,Low
36,39,0.32,76,38177,17.7998,70.6823,Medium
29,31,0.22,73,2284,34.6485,91.2967,Low
46,31,0.6,67,44476,36.0898,91.0534,Medium
37,52,0.54,53,45870,18.7612,87.6133,Medium
29,64,0.65,50,24863,34.9319,85.5764,Low
46,55,0.5,21,46500,24.9863,69.6885,Low
38,51,0.25,85,30879,8.3263,90.5933,Medium
30,82,0.42,78,7377,23.3429,76.4749,Low
46,24,0.14,78,7435,15.7735,72.1328,High
32,89,0.58,88,18719,19.0714,85.9049,Low
45,25,0.12,92,44249,30.7928,79.6029,High
39,80,0.28,42,10613,21.9213,70.5389,Low
28,55,0.62,72,37293,30.1599,71.8656,Low
31,34,0.15,32,24534,33.4627,93.061,Low
41,30,0.79,82,35960,27.7098,78.9215,Medium
34,20,0.5,80,10375,33.6146,72.2012,Low
34,57,0.55,86,5224,19.1206,72.8825,Low
45,76,0.23,44,35043,18.4399,83.1721,Low
42,40,0.38,70,24148,34.3892,80.4003,Medium
48,82,0.13,21,12449,29.6714,71.3842,Low
43,34,0.2,88,8129,18.0288,70.7998,High
33,44,0.18,75,46728,22.8828,72.4758,Low
38,88,0.34,54,31485,9.6965,76.2816,Medium
34,81,0.55,58,10585,18.0997,91.3572,Low
38,22,0.31,43,21445,10.4384,91.2733,Low
40,20,0.11,60,22175,21.1669,84.3485,Medium
28,40,0.11,31,7479,32.0065,72.5946,Low
29,72,0.22,71,24485,18.0716,96.3669,Low
47,74,0.34,78,22460,27.1677,69.9148,Medium
45,72,0.22,28,32443,24.2883,85.1271,Low
44,53,0.33,52,15103,14.3269,92.4655,Medium
30,84,0.33,67,19935,13.9252,89.0221,Low
31,67,0.14,48,49066,19.2316,91.2643,Low
31,54,0.67,90,22074,33.8271,92.9757,Low
41,89,0.16,60,27444,16.0976,74.4357,Medium
42,53,0.63,23,3430,24.3788,86.3685,Low
37,68,0.59,90,8872,8.6512,78.9139,Medium
34,48,0.19,23,19646,9.1424,95.0144,Low
43,88,0.76,93,19376,13.0286,86.5306,Medium
46,79,0.59,20,40414,8.5129,91.9572,Low
36,37,0.29,76,17547,24.7838,76.8829,Medium
37,77,0.35,69,45176,21.7573,71.2848,Medium
34,69,0.18,74,31406,13.2027,92.3998,Low
48,35,0.59,68,24749,35.2506,72.6008,Medium
32,34,0.6,75,9904,16.9784,74.659,Low
47,24,0.64,36,21512,11.7202,80.5098,Low
44,74,0.49,23,20015,28.4227,90.9211,Low
30,65,0.59,35,15349,15.1295,80.0268,Low
28,43,0.66,57,45518,8.125,94.9991,Low
31,58,0.59,73,23659,18.4707,91.9494,Low
37,27,0.76,77,49773,18.3354,79.676,Medium
28,90,0.68,72,23772,10.5159,95.7936,Low
40,69,0.69,91,42970,35.4066,78.5179,Medium
37,68,0.56,56,10813,18.6271,88.1299,Medium
43,80,0.65,86,35503,21.1302,84.6603,Medium
47,22,0.63,80,15511,15.1389,95.7433,Medium
41,35,0.31,40,19595,24.8659,72.7438,Low
40,32,0.66,77,46281,35.9404,92.2082,Medium
33,55,0.35,84,36376,16.9818,77.1253,Low
33,27,0.4,46,49114,10.4301,83.8598,Low
42,83,0.56,54,8260,23.607,94.9131,Medium
31,25,0.59,88,31042,11.9783,86.2558,Low
40,69,0.25,72,5497,19.6306,69.9934,Medium
47,90,0.78,47,49351,27.0378,87.0543,Low
38,50,0.6,92,15914,28.8036,84.9499,Medium
42,87,0.47,67,39975,14.9477,90.1855,Medium
43,45,0.38,40,46781,11.4215,85.9114,Low
28,25,0.34,91,22609,31.6672,72.674,Low
28,32,0.74,52,15588,25.9532,89.8518,Low
45,81,0.17,44,26788,28.8532,84.3472,Low
37,81,0.12,46,37584,22.6011,78.2533,Low
46,24,0.44,86,45141,18.9099,83.584,Medium
46,34,0.23,64,13943,27.3895,81.578,Medium
42,23,0.18,63,43793,21.512,91.945,Medium
45,22,0.5,42,43519,25.702,80.2424,Low
40,43,0.64,66,2825,10.9522,83.1352,Medium
39,77,0.55,60,43190,32.0065,90.0722,Medium
33,25,0.43,70,7445,17.6108,85.6794,Low
43,65,0.5,76,12187,30.6307,72.1051,Medium
38,50,0.79,38,34322,25.7366,86.6954,Low
46,23,0.24,72,11828,33.3957,69.7367,High
37,61,0.74,27,24630,15.7512,73.7716,Low
46,44,0.78,83,12102,24.4576,69.6949,Medium
35,23,0.37,71,10123,12.6373,68.1633,Low
31,69,0.4,50,40748,14.9039,85.8958,Low
47,37,0.4,82,11658,29.3827,76.0301,Medium
34,52,0.75,49,30140,32.4072,79.9572,Low
43,24,0.26,78,17584,19.1887,71.8341,High
43,36,0.53,77,35880,25.1803,95.2414,Medium
47,43,0.13,58,43248,32.5112,94.4761,Medium
31,29,0.23,66,22747,31.0252,89.1991,Low
31,20,0.11,37,49469,15.0894,95.5395,Low
41,89,0.47,49,33018,29.6368,75.5952,Low
31,22,0.13,64,30863,14.1786,77.7615,Low
33,33,0.35,59,36928,21.3186,85.6624,Low
40,66,0.16,31,28181,13.8842,80.9087,Low
46,25,0.34,63,4021,32.5966,95.4493,Medium
47,55,0.61,72,36048,11.5093,81.1211,Medium
28,66,0.37,28,49269,11.661,81.0991,Low
30,30,0.26,56,2678,35.757,94.1011,Low
32,80,0.58,27,11673,20.5071,87.3876,Low
40,50,0.4,89,49629,12.583,95.1869,Medium
36,69,0.2,69,38843,8.8026,86.7639,Medium
37,76,0.5,31,28290,13.8782,93.8242,Low
31,45,0.73,24,48053,34.5424,75.3885,Low
37,42,0.64,41,37091,12.9875,84.3489,Low
37,41,0.68,27,42989,27.9669,87.5247,Low
42,82,0.21,81,8085,29.2459,90.9366,High
37,39,0.11,39,20576,19.1794,83.4327,Low
39,20,0.68,60,45778,11.7109,90.7813,Medium
36,48,0.5,45,24555,14.7484,74.0984,Low
32,21,0.74,68,23767,28.9453,79.1475,Low
47,45,0.62,23,23814,12.4255,82.5539,Low
39,21,0.77,87,26249,35.1151,92.6756,Medium
33,79,0.3,39,20520,22.8204,81.9779,Low
28,48,0.67,77,17787,32.4642,69.7437,Low
37,80,0.27,27,2099,24.7332,71.2347,Low
38,76,0.19,50,2765,36.92,95.5986,Low
48,86,0.7,23,25132,26.4482,78.0817,Low
39,38,0.35,78,26673,9.1953,80.2713,Medium
40,22,0.18,24,31403,27.9844,88.7138,Low
42,31,0.63,20,47702,25.385,88.1369,Low
30,73,0.26,37,15242,10.2594,69.2295,Low
28,80,0.69,76,13301,28.6116,92.9664,Low
37,52,0.72,89,8623,25.6421,89.687,Medium
43,31,0.34,28,18427,13.4114,75.6095,Low
38,46,0.36,55,9615,35.6037,78.3136,Medium
39,52,0.79,73,19332,29.453,86.4192,Medium
38,31,0.38,70,8506,27.534,89.9478,Medium
39,66,0.74,50,7580,25.6633,91.4461,Low
42,75,0.33,82,29605,8.7255,86.9183,Medium
34,36,0.42,81,44773,24.6861,71.6174,Low
48,46,0.47,51,17341,30.0171,83.8183,Medium
42,49,0.3,68,20104,8.9307,89.9965,Medium
45,60,0.16,77,26114,25.8708,82.3709,High
37,33,0.69,76,39043,24.7158,80.5712,Medium
37,81,0.15,90,25737,21.1287,84.4192,Medium
34,26,0.29,21,28199,22.4218,93.972,Low
28,89,0.35,65,41239,28.6153,83.8121,Low
32,47,0.33,66,44140,11.9862,93.5679,Low
31,86,0.21,94,14736,23.9774,94.474,Low
41,42,0.3,64,26367,32.0693,94.0742,Medium
43,21,0.13,73,11476,11.2405,74.6064,High
41,80,0.67,25,23741,10.1502,70.142,Low
29,39,0.59,78,46618,13.574,71.3037,Low
37,62,0.63,35,11434,25.3015,95.0927,Low
42,68,0.24,56,41517,26.9402,72.9308,Medium
34,66,0.63,58,24878,18.6885,93.482,Low
42,78,0.53,51,35080,8.6286,75.8641,Medium
31,51,0.27,72,33635,31.2858,76.7633,Low
45,83,0.51,91,8866,22.6046,81.362,Medium
43,44,0.12,44,38044,15.9666,72.4912,Low
36,67,0.36,40,7139,20.2514,77.8374,Low
35,79,0.12,87,26690,9.665,78.6522,Low
36,90,0.39,58,44270,12.9976,89.7479,Medium
47,59,0.25,70,12663,26.8316,78.4301,Medium
46,76,0.59,27,34898,14.3405,88.0819,Low
38,71,0.76,48,3043,28.1043,75.878,Low
44,55,0.8,33,18951,9.0032,72.1902,Low
28,61,0.7,88,2839,36.1405,68.9641,Low
30,50,0.27,24,6652,30.4069,81.3817,Low
34,57,0.12,30,35873,19.6365,87.021,Low
41,34,0.71,88,8520,10.2694,73.9457,Medium
37,20,0.23,54,31858,33.2306,69.5235,Medium
43,69,0.2,91,15878,21.1232,68.4708,High
42,48,0.3,82,28894,11.648,74.1858,Medium
45,68,0.72,80,13512,36.186,88.3415,Medium
35,29,0.18,69,38150,17.6708,73.6009,Low
46,53,0.32,25,49331,25.9127,71.0318,Low
30,72,0.56,36,7586,19.4712,73.4342,Low
28,87,0.41,71,44319,10.8664,95.8662,Low
35,82,0.32,89,36337,11.6152,72.4811,Low
41,83,0.55,61,44568,9.703,70.3432,Medium
39,78,0.19,56,5157,35.4137,92.3794,Medium
38,73,0.35,72,41598,31.5037,74.8832,Medium
40,28,0.12,50,26652,26.5831,88.7726,Low
42,88,0.17,54,7562,9.4081,76.8875,Medium
36,84,0.59,62,13056,21.3152,92.4794,Medium
45,62,0.71,71,45713,15.0061,85.1559,Medium
30,79,0.16,81,38156,15.5422,78.1137,Low
30,79,0.46,37,8019,26.1832,89.2344,Low
35,90,0.28,92,34176,23.1301,69.8784,Low
33,75,0.74,21,42781,13.3029,87.4029,Low
28,87,0.16,22,46128,19.9567,78.5668,Low
42,55,0.61,90,47399,10.5328,82.1993,Medium
43,82,0.32,41,11213,29.6094,72.4888,Low
39,21,0.47,95,9638,26.1139,81.3645,Medium
35,26,0.12,89,44312,14.0274,79.5167,Low
40,38,0.13,86,43265,16.0614,87.8672,Medium
34,73,0.71,41,3575,21.5451,77.2914,Low
36,22,0.44,56,40227,18.8222,96.6307,Medium
47,79,0.14,82,3383,21.1287,76.5136,High
28,47,0.61,89,29229,13.7043,84.2774,Low
42,65,0.22,60,25804,15.9548,81.4681,Medium
34,76,0.65,81,17766,35.8003,70.3061,Low
31,49,0.53,47,13569,24.5526,93.8068,Low
36,68,0.37,73,44197,12.2004,96.2287,Medium
34,84,0.76,44,26152,28.0152,92.877,Low
34,82,0.54,69,33138,11.3396,77.62,Low
38,58,0.22,36,18529,11.9201,81.7096,Low
33,72,0.6,64,35942,18.162,71.5391,Low
40,58,0.21,93,38950,36.6796,92.1548,Medium
39,55,0.56,38,32145,18.709,88.8575,Low
33,41,0.48,64,43924,18.7155,69.0198,Low
30,71,0.42,54,12210,20.3199,94.3746,Low
29,71,0.58,33,44082,14.8996,84.1056,Low
40,68,0.38,48,35762,18.5755,77.9458,Low
38,71,0.49,79,24471,35.483,75.0814,Medium
33,90,0.47,56,31091,17.35,81.2659,Low
47,77,0.69,20,21159,11.2826,90.3619,Low
48,34,0.12,32,33674,15.0767,78.3975,Low
41,68,0.54,58,10952,25.7567,96.3603,Medium
33,75,0.33,58,20437,25.7749,68.8287,Low
29,83,0.54,41,5154,8.2555,70.9232,Low
30,30,0.13,34,34677,14.3735,71.7428,Low
36,35,0.63,44,48748,34.9213,70.4984,Low
45,52,0.67,80,20805,12.0413,93.6689,Medium
43,48,0.42,32,30575,36.3931,81.4833,Low
34,22,0.52,92,48800,30.3038,68.8845,Low
45,57,0.29,31,31426,16.689,69.2129,Low
30,85,0.37,40,40240,26.7345,84.2995,Low
42,55,0.48,47,45116,8.1307,87.1735,Low
32,25,0.54,27,21072,26.3612,79.8831,Low
45,71,0.7,21,8698,29.3552,94.1165,Low
30,43,0.51,92,42566,34.3776,78.2304,Low
45,85,0.6,20,49238,25.5877,78.5313,Low
36,80,0.44,41,17845,29.4117,69.1739,Low
37,69,0.11,43,49581,32.7437,83.9049,Low
35,69,0.13,89,10861,19.4599,75.0963,Low
37,65,0.4,86,8745,11.8756,96.4451,Medium
38,55,0.3,30,8438,10.4306,76.1537,Low
48,65,0.64,74,35046,13.2111,74.4555,Medium
46,63,0.67,33,41034,32.9431,77.3753,Low
33,26,0.13,67,38655,28.239,86.0785,Low
39,54,0.64,79,13398,9.3748,87.5154,Medium
30,31,0.69,40,18058,32.5693,87.9392,Low
38,78,0.3,69,40481,35.6511,68.1795,Medium
30,86,0.48,21,32666,23.8523,85.4869,Low
28,64,0.21,53,49497,16.6681,88.4002,Low
38,39,0.67,46,31450,19.9115,95.9279,Low
41,38,0.22,79,43241,20.7566,87.2595,Medium
39,49,0.78,85,14852,23.9988,89.7591,Medium
43,38,0.32,35,35235,36.9893,91.5193,Low
48,63,0.49,77,35036,31.0828,76.397,Medium
40,60,0.62,84,24284,23.2407,78.4678,Medium
30,35,0.35,27,44859,30.063,78.7773,Low
42,34,0.29,77,20290,23.0759,83.985,High
33,58,0.54,41,14926,13.9142,95.95,Low
41,39,0.28,72,30143,23.0987,68.6913,Medium
34,44,0.11,70,26008,21.0674,73.6878,Low
32,64,0.43,41,46742,22.2082,94.2417,Low
37,74,0.78,28,30378,19.8465,92.8493,Low
33,59,0.63,27,48872,31.6556,96.4973,Low
34,67,0.12,45,41046,21.3736,79.377,Low
40,59,0.63,20,24420,15.9695,81.6785,Low
40,24,0.41,59,43247,29.48,82.287,Medium
36,52,0.59,24,14013,27.182,81.9262,Low
37,54,0.19,78,44028,30.9639,72.7944,Medium
42,85,0.42,25,4276,32.6472,92.2126,Low
35,81,0.25,68,22406,32.1996,94.3988,Low
42,27,0.35,80,20086,32.6951,76.8833,Medium
40,90,0.51,58,28901,14.7712,68.2463,Medium
43,67,0.44,51,7477,30.266,81.4852,Medium
39,90,0.11,39,45652,17.1479,92.2871,Low
48,54,0.68,88,14905,17.9838,68.4422,Medium
32,24,0.22,29,2239,29.6154,81.193,Low
29,44,0.68,68,3152,18.2265,74.5394,Low
31,37,0.65,51,33598,22.8777,68.1588,Low
28,47,0.33,25,28405,17.3857,71.137,Low
40,34,0.19,85,18547,23.3088,85.0294,Medium
46,89,0.21,67,46830,32.937,76.8418,Medium
47,33,0.69,71,21165,26.3601,95.5716,Medium
40,25,0.67,51,10871,16.6681,87.7323,Medium
33,27,0.45,95,20036,29.3192,78.9556,Low
47,89,0.34,31,13085,31.0097,75.0703,Low
46,32,0.35,32,12115,12.7125,81.5185,Low
42,53,0.64,67,38964,26.1749,72.4968,Medium
44,56,0.23,82,25340,34.0963,78.1104,High
39,80,0.48,23,10433,17.0167,96.7062,Low
31,24,0.68,87,9690,34.5387,76.2447,Low
28,74,0.42,36,17894,36.7069,88.9124,Low
34,64,0.25,65,23585,31.3184,69.3394,Low
31,61,0.69,42,9114,8.7435,88.3262,Low
47,39,0.14,56,28270,31.8973,86.1536,Medium
44,43,0.7,57,21735,27.582,80.9722,Medium
33,35,0.11,64,31235,28.2735,76.0789,Low
35,66,0.47,37,34864,17.6553,94.5144,Low
36,24,0.22,63,49747,33.3721,95.5923,Medium
33,52,0.42,53,25781,19.0479,90.1257,Low
28,25,0.38,36,7960,10.0394,90.7681,Low
45,22,0.14,41,37785,26.9272,91.9791,Low
31,28,0.48,48,8011,28.6706,77.9795,Low
31,31,0.36,74,23453,23.363,90.1815,Low
44,40,0.75,50,26633,18.055,84.0916,Low
34,35,0.51,47,23027,17.4921,81.1393,Low
38,37,0.54,42,29916,16.182,94.2212,Low
45,33,0.38,61,27229,28.8785,69.3288,Medium
33,24,0.53,52,36094,33.6528,93.8783,Low
32,81,0.56,77,46905,31.4407,72.9282,Low
38,24,0.3,62,5763,24.2149,89.2064,Medium
40,74,0.67,25,34724,34.5118,87.2399,Low
28,50,0.44,38,48113,22.5195,80.1561,Low
34,56,0.76,79,48689,29.1917,89.0679,Low
44,39,0.75,90,46669,24.6052,86.122,Medium
30,77,0.24,54,45430,31.2123,94.0728,Low
48,80,0.24,57,29652,15.0956,93.1792,Medium
34,81,0.13,77,22512,30.2907,79.9485,Low
42,24,0.64,52,12035,27.2498,72.5554,Medium
45,74,0.78,61,24739,17.013,84.2327,Medium
42,41,0.21,52,11167,24.1112,86.2235,Medium
40,85,0.23,70,47100,8.3909,96.0205,Medium
48,74,0.2,32,49537,15.0129,69.0289,Low
32,54,0.28,85,16058,30.2397,93.2272,Low
31,53,0.22,90,17339,14.7923,72.7004,Low
31,62,0.29,48,45249,33.851,86.2568,Low
38,48,0.22,68,11913,11.7464,78.86,Medium
41,55,0.36,40,7145,12.0925,80.8676,Low
44,43,0.52,32,11947,15.6476,85.6757,Low
47,31,0.19,95,20367,14.7515,86.8975,High
40,21,0.72,44,45811,23.7574,84.5628,Low
36,63,0.29,50,2722,36.2306,74.6307,Low
32,44,0.67,45,42311,19.513,69.1151,Low
34,27,0.13,52,41606,12.0824,82.5581,Low
37,53,0.62,72,16076,30.9961,94.6861,Medium
39,70,0.79,62,46040,22.0695,91.7611,Medium
32,44,0.48,87,46558,8.4029,72.7511,Low
30,45,0.28,91,25276,22.3178,79.8184,Low
36,24,0.52,31,3448,36.2424,82.7088,Low
31,72,0.26,56,15981,35.0297,80.7909,Low
34,64,0.53,85,38740,13.9332,82.9677,Low
39,51,0.62,91,19152,34.5769,95.7488,Medium
37,80,0.61,93,21769,15.2382,73.4567,Medium
45,33,0.53,71,8757,9.6184,89.9616,Medium
46,87,0.46,68,7774,24.4795,73.3084,Medium
48,58,0.14,22,29648,16.0853,89.9268,Low
41,29,0.23,65,26560,8.0034,88.264,Medium
34,61,0.59,90,28155,23.5576,74.9964,Low
43,44,0.41,34,18338,33.6121,94.6622,Low
43,64,0.15,66,47642,10.094,95.2697,Medium
30,62,0.13,76,44442,33.6661,69.23,Low
33,50,0.46,24,28649,9.6983,76.3543,Low
35,84,0.52,72,9554,19.5005,74.8391,Low
29,54,0.63,79,5781,29.6179,75.1902,Low
42,46,0.26,41,20096,8.8892,76.6103,Low
30,42,0.2,32,28908,8.0726,89.3309,Low
28,24,0.46,62,40822,32.54,87.6496,Low
42,41,0.25,73,48746,31.0761,95.1467,High
41,35,0.65,23,48937,14.6302,69.6473,Low
46,76,0.16,67,36925,16.6635,85.5593,Medium
33,86,0.25,60,45596,16.0599,77.4876,Low
30,76,0.69,79,13870,32.5538,70.0872,Low
43,40,0.75,39,8534,31.8755,94.9563,Low
37,72,0.55,45,25985,11.6232,69.0239,Low
31,27,0.15,51,21486,30.6459,79.4962,Low
33,20,0.13,71,16910,33.5137,83.2082,Low
36,53,0.59,87,29741,36.9181,69.5333,Medium
32,45,0.67,59,49080,17.3368,75.1436,Low
42,20,0.15,29,41028,21.1479,77.0014,Low
32,66,0.59,74,26261,9.9651,84.1705,Low
47,41,0.75,80,47110,8.0052,71.0344,Medium
33,22,0.45,35,17104,17.3429,85.3695,Low
39,89,0.28,92,49573,12.8494,75.6652,Medium
31,67,0.14,25,3257,21.9321,83.9467,Low
34,77,0.41,86,33433,18.5092,73.318,Low
36,31,0.6,28,26658,18.0305,81.3327,Low
45,66,0.13,26,42230,33.3864,84.361,Low
42,89,0.19,30,20238,29.3075,78.5437,Low
39,38,0.15,42,24409,13.7249,69.6803,Low
33,30,0.55,37,36107,21.7916,96.5616,Low
29,84,0.59,70,42225,28.1978,69.0821,Low
28,25,0.25,38,15112,20.7763,88.6426,Low
28,41,0.53,71,46676,8.914,95.5966,Low
43,46,0.33,67,47496,13.5928,89.1242,Medium
41,37,0.29,22,41420,16.7066,83.5219,Low
44,30,0.27,58,49970,25.1034,69.9497,Medium
39,32,0.52,20,7924,31.3349,73.2332,Low
43,67,0.2,75,8059,20.5032,68.422,High
31,52,0.23,34,2836,9.7349,96.075,Low
36,62,0.49,86,30688,16.4194,78.2903,Medium
32,52,0.5,58,41249,22.4663,79.6308,Low
48,37,0.48,59,17970,34.7121,96.9513,Medium
38,34,0.15,21,32920,17.4933,94.2661,Low
33,87,0.28,25,6137,35.3959,72.994,Low
29,81,0.33,91,21579,33.5244,89.1494,Low
40,42,0.14,22,35310,33.4077,68.9909,Low
37,29,0.76,51,28835,31.138,77.6865,Medium
46,53,0.12,84,3876,23.3611,78.5316,High
34,21,0.56,76,43063,25.9993,70.215,Low
31,55,0.11,58,2300,33.2817,73.0266,Low
46,32,0.27,60,45116,10.3711,89.3129,Medium
31,79,0.8,92,36056,12.8933,94.7898,Low
37,64,0.53,28,6326,11.1788,83.9037,Low
34,38,0.11,20,15882,30.936,78.426,Low
41,82,0.76,70,31083,11.355,89.0624,Medium
28,67,0.78,21,35815,10.3008,69.0687,Low
44,74,0.76,55,18003,12.363,80.5142,Medium
36,38,0.26,34,38984,11.8074,90.6717,Low
32,58,0.8,48,46338,16.1303,69.5708,Low
48,75,0.37,71,25876,29.5938,71.0891,Medium
31,85,0.14,73,20491,19.4726,70.7333,Low
46,30,0.68,82,30447,18.9513,68.9111,Medium
37,36,0.58,33,48851,12.2547,94.2101,Low
44,63,0.5,92,11030,13.7193,75.4915,Medium
29,62,0.65,72,35584,16.9457,85.5617,Low
43,78,0.71,78,47856,28.0349,89.8461,Medium
30,64,0.73,86,32337,26.9308,81.1466,Low
36,23,0.69,47,12233,24.6331,79.4598,Low
33,33,0.28,55,34583,9.2435,83.0295,Low
47,33,0.56,32,25094,19.0132,90.9109,Low
30,29,0.24,26,21626,32.8754,83.9453,Low
43,43,0.73,94,41054,26.3962,89.0038,Medium
48,89,0.22,42,24073,25.5763,91.8828,Low
31,74,0.38,43,41044,13.4045,73.3321,Low
46,65,0.19,80,14592,9.5656,75.7632,High
45,56,0.14,79,17380,14.8748,91.6869,High
40,88,0.45,43,17542,19.6899,88.3447,Low
38,57,0.36,88,48383,22.781,90.63,Medium
48,63,0.77,82,28364,25.1268,92.5585,Medium
37,73,0.42,74,49836,21.5259,92.6673,Medium
31,78,0.12,92,49698,19.9252,93.6352,Low
34,54,0.7,84,20368,20.2402,73.1504,Low
47,51,0.75,87,4286,36.1202,80.1556,Medium
46,87,0.71,74,35623,26.907,72.9443,Medium
29,27,0.49,95,38748,36.2076,71.8068,Low
42,38,0.36,20,46510,20.8393,75.5865,Low
46,80,0.25,41,2671,12.1162,82.2836,Low
40,47,0.18,77,46402,14.1039,89.6326,Medium
29,69,0.13,92,45770,15.4899,78.0364,Low
44,42,0.13,56,40134,17.2715,82.8519,Medium
33,54,0.59,48,27123,8.8344,72.9219,Low
30,74,0.32,35,30217,14.1037,76.9968,Low
28,56,0.68,51,49406,10.8364,78.4754,Low
34,44,0.15,51,40089,20.3241,73.7376,Low
38,54,0.27,38,7252,31.7352,71.3803,Low
45,76,0.72,55,21801,18.4368,80.9084,Medium
45,35,0.39,61,30294,19.1177,94.6788,Medium
39,71,0.33,95,9238,18.0617,91.0264,Medium
40,65,0.58,54,32525,13.542,89.1231,Medium
45,42,0.17,72,20423,25.9128,90.6966,High
43,57,0.29,38,31710,18.1979,88.6895,Low
32,70,0.21,79,11281,24.0379,93.5513,Low
34,44,0.51,66,8785,10.2233,85.2005,Low
34,38,0.65,69,46745,16.1273,87.9377,Low
40,49,0.45,82,40203,15.0982,69.5081,Medium
30,71,0.18,29,15986,29.4768,72.9405,Low
38,69,0.67,62,7670,12.9878,73.9036,Medium
34,22,0.49,44,9100,19.5971,93.3558,Low
34,65,0.15,92,20923,23.721,80.6962,Low
32,59,0.62,48,34634,25.1599,93.0824,Low
36,60,0.29,26,38604,36.3243,80.281,Low
36,55,0.13,21,18277,27.3985,94.0745,Low
45,88,0.28,47,48541,9.5502,78.8224,Low
36,24,0.37,91,41337,9.729,96.6138,Medium
41,26,0.14,64,18317,24.8736,94.6711,Medium
32,80,0.43,83,17065,35.7106,71.9071,Low
45,55,0.46,37,18560,24.628,76.6171,Low
28,47,0.62,85,14081,30.603,71.3995,Low
31,26,0.16,31,14261,29.6554,72.6595,Low
43,35,0.32,89,33856,36.7316,83.8063,Medium
34,89,0.44,80,12983,34.7002,74.1246,Low
32,44,0.44,95,6071,21.4515,77.9784,Low
40,43,0.54,74,26655,34.1502,95.9029,Medium
45,27,0.71,92,27338,13.0751,71.9423,Medium
35,30,0.69,66,16010,31.9535,95.632,Low
30,60,0.46,55,33722,29.6981,72.9526,Low
32,38,0.11,30,3018,17.6487,88.5078,Low
28,85,0.68,92,25959,16.8693,85.6639,Low
29,31,0.66,27,10584,27.8667,82.4606,Low
41,65,0.18,81,47218,28.3061,92.4173,Medium
40,52,0.47,20,35442,22.9804,68.2742,Low
29,69,0.77,84,7154,33.6357,76.1,Low
36,24,0.69,72,16680,26.2504,92.48,Medium
38,32,0.19,66,25832,17.3198,88.0667,Medium
30,74,0.77,42,24927,26.0095,71.283,Low
46,78,0.43,35,5664,12.098,78.4724,Low
30,58,0.69,59,35508,19.9922,78.1822,Low
28,44,0.39,23,15658,8.3935,80.9195,Low
30,77,0.66,83,27439,35.2309,78.5398,Low
33,27,0.18,89,21550,35.1658,79.1232,Low
46,55,0.56,20,44203,32.5572,69.233,Low
48,21,0.47,39,28098,12.3874,75.3115,Low
40,52,0.11,83,8681,8.1071,81.8277,Medium
41,82,0.42,33,34052,9.1395,72.6917,Low
42,47,0.47,26,22891,22.6117,80.3487,Low
46,75,0.74,55,19676,31.1203,86.3564,Medium
43,48,0.43,73,45592,33.989,72.2375,Medium
36,29,0.64,53,2542,22.839,94.6554,Medium
39,52,0.39,56,11436,11.058,83.2359,Medium
33,47,0.5,91,27579,35.3969,81.2307,Low
40,47,0.43,26,36235,21.0732,83.2741,Low
41,27,0.48,54,2410,35.7731,89.0743,Medium
40,42,0.3,67,29590,22.1582,80.1105,Medium
47,52,0.52,73,5724,24.1746,92.3117,Medium
43,40,0.17,84,6898,19.5102,95.677,High
32,65,0.54,29,27183,15.7633,76.033,Low
36,43,0.32,92,37025,34.6927,83.3426,Medium
40,34,0.6,54,32534,30.3727,82.2146,Medium
30,68,0.55,79,7024,36.5486,93.9767,Low
41,32,0.43,82,5182,23.9815,68.5868,Medium
38,81,0.45,90,42337,16.9804,94.5178,Medium
46,90,0.13,81,18426,15.6422,72.8693,High
32,32,0.29,33,16151,25.8188,92.0876,Low
29,31,0.77,70,48998,27.3253,85.4075,Low
43,86,0.68,36,25962,32.8582,92.6258,Low
37,63,0.28,28,32123,14.0733,90.3419,Low
38,31,0.37,55,7882,18.67,90.7597,Medium
47,74,0.19,85,11818,25.3919,93.1844,High
28,26,0.12,36,6935,23.4598,85.1674,Low
46,40,0.17,65,20214,12.9038,79.5487,Medium
36,32,0.12,20,7751,19.3039,94.5419,Low
29,44,0.4,55,6079,10.087,74.4424,Low
43,39,0.15,27,38151,12.3154,69.2423,Low
36,35,0.39,42,6008,26.4708,70.6772,Low
30,62,0.59,74,22445,28.6249,75.3156,Low
45,26,0.68,44,37354,27.1291,94.6388,Low
45,46,0.37,51,45678,29.0677,71.49,Medium
46,74,0.27,77,40966,29.7586,68.4162,High
38,81,0.24,37,20360,28.775,84.8853,Low
40,42,0.11,54,36559,9.3865,76.0147,Medium
30,76,0.16,62,22765,15.7035,90.9104,Low
44,60,0.51,74,24892,31.0316,91.5398,Medium
36,47,0.53,38,49207,8.4888,80.9141,Low
28,75,0.36,59,27459,16.362,72.9942,Low
48,23,0.29,45,39485,34.6423,83.1661,Low
38,37,0.52,35,25760,21.4282,79.9435,Low
38,84,0.53,20,40238,34.8824,84.3229,Low
30,44,0.74,61,10457,36.2354,68.8893,Low
29,35,0.63,47,29066,15.9435,71.8673,Low
43,72,0.31,85,11651,34.9196,71.6362,Medium
